sequence_src,sequence_otb,frames,fps,txt_path,classic_mat_path,unified_mat_path
Human4_2,Human4-2,667,27.519071,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human4-2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human4-2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human4-2_ToMP_plus2.mat
Human5,Human5,713,27.822953,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human5.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human5_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human5_ToMP_plus2.mat
Human6,Human6,792,26.906043,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human6.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human6_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human6_ToMP_plus2.mat
Human7,Human7,250,26.745252,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human7.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human7_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human7_ToMP_plus2.mat
Human8,Human8,128,26.031470,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human8.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human8_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human8_ToMP_plus2.mat
Human9,Human9,305,26.165819,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human9.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human9_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human9_ToMP_plus2.mat
Ironman,Ironman,166,28.355726,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Ironman.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Ironman_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Ironman_ToMP_plus2.mat
Jogging_1,Jogging-1,307,28.645519,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Jogging-1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Jogging-1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Jogging-1_ToMP_plus2.mat
Jogging_2,Jogging-2,307,30.472038,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Jogging-2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Jogging-2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Jogging-2_ToMP_plus2.mat
Jump,Jump,122,27.929122,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Jump.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Jump_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Jump_ToMP_plus2.mat
Jumping,Jumping,313,27.999076,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Jumping.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Jumping_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Jumping_ToMP_plus2.mat
KiteSurf,KiteSurf,84,25.958510,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\KiteSurf.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\KiteSurf_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\KiteSurf_ToMP_plus2.mat
Lemming,Lemming,1336,27.390644,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Lemming.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Lemming_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Lemming_ToMP_plus2.mat
Liquor,Liquor,1741,27.673946,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Liquor.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Liquor_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Liquor_ToMP_plus2.mat
Man,Man,134,29.988433,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Man.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Man_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Man_ToMP_plus2.mat
Matrix,Matrix,100,28.680741,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Matrix.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Matrix_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Matrix_ToMP_plus2.mat
Mhyang,Mhyang,1490,28.236471,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Mhyang.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Mhyang_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Mhyang_ToMP_plus2.mat
MotorRolling,MotorRolling,164,28.315431,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\MotorRolling.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\MotorRolling_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\MotorRolling_ToMP_plus2.mat
MountainBike,MountainBike,228,27.549670,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\MountainBike.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\MountainBike_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\MountainBike_ToMP_plus2.mat
Panda,Panda,1000,27.937616,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Panda.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Panda_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Panda_ToMP_plus2.mat
RedTeam,RedTeam,1918,27.842610,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\RedTeam.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\RedTeam_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\RedTeam_ToMP_plus2.mat
Rubik,Rubik,1997,28.458723,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Rubik.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Rubik_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Rubik_ToMP_plus2.mat
Shaking,Shaking,365,28.296383,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Shaking.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Shaking_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Shaking_ToMP_plus2.mat
Singer1,Singer1,351,27.937389,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Singer1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Singer1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Singer1_ToMP_plus2.mat
Singer2,Singer2,366,29.509647,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Singer2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Singer2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Singer2_ToMP_plus2.mat
Skater,Skater,160,31.535841,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skater.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skater_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skater_ToMP_plus2.mat
Skater2,Skater2,435,29.607195,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skater2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skater2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skater2_ToMP_plus2.mat
Skating1,Skating1,400,29.990275,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skating1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skating1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skating1_ToMP_plus2.mat
Skating2_1,Skating2-1,473,29.161014,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skating2-1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skating2-1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skating2-1_ToMP_plus2.mat
Skating2_2,Skating2-2,473,33.597250,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skating2-2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skating2-2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skating2-2_ToMP_plus2.mat
Skiing,Skiing,81,29.743664,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Skiing.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Skiing_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Skiing_ToMP_plus2.mat
Soccer,Soccer,392,30.042678,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Soccer.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Soccer_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Soccer_ToMP_plus2.mat
Subway,Subway,175,30.651451,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Subway.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Subway_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Subway_ToMP_plus2.mat
Surfer,Surfer,376,30.800892,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Surfer.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Surfer_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Surfer_ToMP_plus2.mat
Suv,Suv,945,29.956294,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Suv.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Suv_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Suv_ToMP_plus2.mat
Sylvester,Sylvester,1345,29.453643,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Sylvester.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Sylvester_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Sylvester_ToMP_plus2.mat
Tiger1,Tiger1,349,28.737560,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Tiger1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Tiger1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Tiger1_ToMP_plus2.mat
Tiger2,Tiger2,365,29.610753,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Tiger2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Tiger2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Tiger2_ToMP_plus2.mat
Toy,Toy,271,30.437285,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Toy.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Toy_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Toy_ToMP_plus2.mat
Trans,Trans,124,31.216185,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Trans.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Trans_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Trans_ToMP_plus2.mat
Trellis,Trellis,569,30.052020,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Trellis.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Trellis_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Trellis_ToMP_plus2.mat
Twinnings,Twinnings,472,28.132783,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Twinnings.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Twinnings_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Twinnings_ToMP_plus2.mat
Vase,Vase,271,29.886343,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Vase.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Vase_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Vase_ToMP_plus2.mat
Walking,Walking,412,27.533406,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Walking.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Walking_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Walking_ToMP_plus2.mat
Walking2,Walking2,500,29.937193,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Walking2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Walking2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Walking2_ToMP_plus2.mat
Woman,Woman,597,28.808114,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Woman.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Woman_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Woman_ToMP_plus2.mat
